TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,AccountDestinoID,Currency,TransactionStatus,Motivo
TX000434,AC00475,85.35,2023-07-05 16:08:25,Debit,Washington,D000514,100.4.40.132,M074,ATM,AC00752,USD,Declined,Cuenta destino no existe
TX000435,AC00217,79.76,2023-02-06 16:26:29,Debit,Raleigh,D000268,157.130.28.27,M055,Branch,AC00324,USD,Failed,Fondos insuficientes
TX000436,AC00452,778.49,2023-07-03 16:48:21,Credit,Omaha,D000102,161.71.2.223,M054,Online,AC00078,USD,Success,OK
TX000437,AC00357,386.38,24/01/2023 16:00,Debit,Phoenix,D000461,203.197.235.35,M058,Online,AC00289,USD,COMPLETED,OK
TX000438,AC00080,165.25,2023-11-24 17:11:27,Debit,Sacramento,D000124,70.130.169.235,M025,Online,AC00044,USD,completed,OK
TX000439,AC00493,14.29,02-28-2023,Debit,Los Angeles,D000317,90.111.245.138,M070,ATM,AC00061,USD,COMPLETED,OK
TX000440,AC00420,232.79,20/09/2023 17:36,Credit,Indianapolis,D000160,6.234.101.35,M019,Branch,AC00214,USD,completed,OK
TX000441,AC00040,1237.56,11-13-2023,Credit,Austin,D000077,219.96.187.255,M060,Branch,AC00406,USD,completed,OK
TX000442,AC00351,92.29,15-Feb-2023 04:17 PM,Debit,Albuquerque,D000264,210.136.14.108,M015,Branch,AC00399,USD,Success,OK
TX000443,AC00070,293.97,2023-11-13 17:34:15,Debit,Phoenix,D000444,56.89.80.133,M047,Branch,AC00232,USD,completed,OK
TX000444,AC00273,136.32,2023-10-11 18:50:24,Debit,Miami,D000548,217.233.219.196,M060,Online,AC00153,USD,Success,OK
TX000445,AC00280,251.06,2023/12/06,Debit,Colorado Springs,D000593,195.237.152.198,M003,Online,AC00220,USD,completed,OK
TX000446,AC00480,50.17,2023-09-18 16:57:44,Credit,Sacramento,D000549,25.188.196.47,M039,ATM,AC00318,USD,FAILED,Fondos insuficientes
TX000447,AC00122,21.4,12-26-2023,Debit,Fresno,D000537,198.166.198.233,M027,Branch,AC00992,USD,Failed,Cuenta destino no existe
TX000448,AC00072,73.28,10/03/2023 17:33,Debit,Boston,D000137,206.84.69.39,M096,Branch,AC00487,USD,Completed,OK
TX000449,AC00093,70.23,2023-09-13 16:18:07,Debit,Memphis,D000293,146.47.189.38,M066,ATM,AC00322,USD,COMPLETED,OK
TX000450,AC00407,689.29,06-Jan-2023 05:30 PM,Debit,El Paso,D000286,166.41.54.117,M034,ATM,AC00339,USD,Success,OK
TX000451,AC00495,745.03,03-Aug-2023 05:42 PM,Debit,Fort Worth,D000031,30.92.249.132,M075,Online,AC00123,USD,Completed,OK
TX000452,AC00119,54.61,04/12/2023 16:10,Debit,Milwaukee,D000079,39.163.103.27,M043,ATM,AC00039,USD,Completed,OK
TX000453,AC00271,54.05,04-25-2023,Debit,Louisville,D000373,167.104.180.235,M008,Branch,AC00210,USD,Success,OK
TX000454,AC00235,107.47,04-12-2023,Debit,Austin,D000606,59.208.79.116,M037,Online,AC00306,USD,completed,OK
TX000455,AC00264,611.11,2023-10-18 18:32:31,Debit,Detroit,D000215,141.201.46.191,M045,ATM,AC00017,USD,Success,OK
TX000456,AC00307,,2023-11-10 16:06:27,Debit,Charlotte,D000220,146.47.189.38,M002,ATM,AC00363,USD,completed,OK
TX000457,AC00434,188.7,2023-02-10 16:01:04,Debit,New York,D000501,55.139.104.163,M099,Branch,AC00442,USD,Completed,OK
TX000458,AC00290,93.52,14-Aug-2023 05:41 PM,Debit,Philadelphia,D000430,190.251.45.32,M011,Online,AC00353,USD,completed,OK
TX000459,AC00021,275.92,09-18-2023,Credit,Nashville,D000315,112.196.12.19,M042,Branch,AC00137,USD,Success,OK
TX000460,AC00499,376.79,30-Jan-2023 05:47 PM,Debit,Milwaukee,D000242,143.212.47.226,M039,Branch,AC00321,USD,Failed,Fondos insuficientes
TX000461,AC00148,8.98,21/08/2023 16:07,Debit,Detroit,D000229,188.225.207.71,M063,Online,AC00413,USD,completed,OK
TX000462,AC00200,697.32,11-May-2023 04:30 PM,Debit,Atlanta,D000277,163.58.140.206,M080,Online,AC00219,USD,completed,OK
TX000463,AC00074,17.45,13/09/2023 16:41,Debit,Omaha,D000630,28.149.72.129,M059,ATM,AC00117,USD,COMPLETED,OK
TX000464,AC00417,302.16,18/10/2023 17:47,Debit,Kansas City,D000123,84.237.126.96,M014,Online,AC00467,USD,Success,OK
TX000465,AC00182,442.74,2023-10-16 17:47:41,Debit,San Diego,D000563,141.241.241.128,M019,Branch,AC00073,,Completed,OK
TX000466,AC00177,623.9,2023-08-08 17:44:21,Debit,San Jose,D000162,206.84.69.39,M005,ATM,AC00085,USD,COMPLETED,OK
TX000467,AC00063,445.41,2023-11-20 16:27:31,Debit,Fresno,D000039,185.23.87.107,M015,ATM,AC00306,USD,declined,Fondos insuficientes
TX000468,AC00300,63.41,2023-11-24 17:29:06,Debit,Fort Worth,D000116,141.241.241.128,M035,ATM,AC00292,USD,Declined,Fondos insuficientes
TX000469,AC00218,346.85,2023-11-03 18:33:50,Debit,Kansas City,D000128,13.149.61.4,M025,ATM,AC00226,USD,Success,OK
TX000470,AC00036,71.95,13-Feb-2023 04:39 PM,Credit,Omaha,D000410,162.58.247.55,M100,Online,AC00354,USD,COMPLETED,OK
TX000471,AC00371,7.5,17/02/2023 16:08,Debit,Dallas,D000181,203.197.235.35,M054,Online,AC00207,USD,COMPLETED,OK
TX000472,AC00398,206.46,27/11/2023 18:26,Debit,Virginia Beach,D000620,110.150.1.201,M013,ATM,AC00257,USD,FAILED,Fondos insuficientes
TX000473,AC00213,423.11,25/07/2023 18:41,Debit,Columbus,D000113,64.57.44.102,M055,ATM,AC00226,USD,COMPLETED,OK
TX000474,AC00464,35.84,28/03/2023 17:23,Credit,Colorado Springs,D000422,35.73.67.98,M013,Online,,USD,COMPLETED,OK
TX000475,AC00219,88.6,2023-02-14 17:01:44,Credit,Raleigh,D000403,170.54.231.239,M054,Branch,AC00378,USD,completed,OK
TX000476,AC00464,1431.3,2023-09-04 18:46:40,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,AC00129,USD,Completed,OK
TX000477,AC00442,53.81,10-16-2023,Credit,Raleigh,D000663,34.86.220.205,M079,ATM,AC00618,USD,completed,OK
TX000478,AC00054,22.46,05-17-2023,Debit,New York,D000602,147.119.62.178,M087,Online,AC00430,USD,Success,OK
TX000479,AC00392,334.89,2023-07-20 18:23:13,Debit,Fort Worth,D000697,32.13.122.242,M040,Online,AC00301,USD,declined,Fondos insuficientes
TX000480,AC00350,319.27,2023-07-20 16:58:05,Credit,,D000457,214.67.148.245,M068,Online,AC00393,USD,Completed,OK
TX000481,AC00306,144.3,08/12/2023 17:24,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,AC00138,USD,completed,OK
TX000482,AC00229,348.7,2023-05-02 17:13:45,Credit,Fresno,D000175,142.184.68.230,M067,Branch,AC00392,USD,Success,OK
TX000483,AC00148,366.21,01-12-2023,Debit,Oklahoma City,D000483,210.160.90.52,M052,ATM,AC00242,USD,Success,OK
TX000484,AC00305,99.11,2023-05-01 16:58:41,Debit,Philadelphia,D000195,42.219.228.159,M015,Online,AC00227,USD,Completed,OK
TX000485,AC00329,539.35,2023-05-22 17:34:50,Debit,Milwaukee,D000051,216.32.4.105,M002,ATM,AC00093,USD,COMPLETED,OK
TX000486,AC00400,188.99,2023-06-08 16:43:06,Debit,Oklahoma City,D000551,200.136.146.93,M065,Branch,AC00224,USD,declined,Fondos insuficientes
TX000487,AC00148,1416.69,01-16-2023,Debit,Nashville,D000418,219.98.242.240,M015,ATM,AC00253,USD,completed,OK
TX000488,AC00128,710.14,2023-03-08 16:20:43,Debit,El Paso,D000667,83.207.115.164,,ATM,AC00242,USD,FAILED,Fondos insuficientes
TX000489,AC00463,308.68,02-27-2023,Debit,  MILWAUKEE  ,D000391,86.220.59.252,M064,Online,AC00171,USD,Completed,OK
TX000490,AC00256,166.68,2023/03/27,Debit,Mesa,D000130,187.52.200.18,M008,ATM,AC00054,USD,COMPLETED,OK
TX000491,AC00166,0.99,2023-09-13 16:55:14,Debit,Los Angeles,D000503,187.199.178.27,M029,ATM,AC00170,USD,Success,OK
TX000492,AC00318,505.19,2023-03-14 16:25:04,Debit,Kansas City,D000660,60.89.202.192,M023,ATM,AC00254,USD,COMPLETED,OK
TX000493,AC00213,66.58,2023-12-04 17:06:43,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,AC00485,USD,completed,OK
TX000494,AC00075,223.43,08/02/2023 17:59,Debit,Dallas,D000095,198.73.211.114,M091,Branch,AC00391,USD,Completed,OK
TX000495,AC00498,659.95,09-20-2023,Debit,Detroit,D000665,94.227.164.192,M044,Online,AC00233,USD,declined,Fondos insuficientes
TX000496,AC00039,634.86,10/08/2023 16:28,Debit,Chicago,D000151,122.94.26.104,M009,ATM,AC00131,USD,completed,OK
TX000497,AC00114,286.5,23/10/2023 16:58,Credit,Boston,D000602,16.128.130.153,M097,Branch,AC00498,USD,COMPLETED,OK
TX000498,AC00326,322.96,2023-11-27 16:21:20,Credit,Philadelphia,D000275,135.29.211.116,M033,Branch,AC00444,USD,FAILED,Fondos insuficientes
TX000499,AC00450,654.48,2023-08-07 16:37:06,Debit,  COLUMBUS  ,D000277,148.112.151.27,M047,Branch,AC00001,USD,Completed,OK
TX000500,AC00325,157.97,2023-06-21 16:00:51,Debit,Philadelphia,D000635,89.237.88.251,M009,Branch,AC00278,USD,COMPLETED,OK
TX000501,AC00433,120.9,07-12-2023,Debit,Tucson,D000195,200.136.146.93,M074,Branch,AC00028,USD,Success,OK
TX000502,AC00284,254.77,2023-01-18 16:47:29,Debit,Denver,D000216,16.128.130.153,M031,Branch,AC00186,USD,Success,OK
TX000503,AC00103,795.96,28/09/2023 17:53,Debit,Raleigh,D000283,54.252.249.33,M014,Online,AC00257,USD,Completed,OK
TX000504,AC00080,149.25,2023-04-10 16:38:45,Debit,Omaha,D000604,3.77.114.6,,ATM,AC00391,,Completed,OK
TX000505,AC00052,3.42,2023-09-25 16:14:35,Credit,San Antonio,D000484,151.247.130.190,M092,Online,AC00637,USD,Failed,Cuenta destino no existe
TX000506,AC00095,68.19,2023-03-14 16:07:32,Credit,Fresno,D000589,134.140.85.231,M026,Online,AC00476,USD,Completed,OK
TX000507,AC00327,493.42,14/06/2023 17:21,Debit,Baltimore,D000474,28.149.72.129,M039,Branch,AC00452,USD,Success,OK
TX000508,AC00491,37.57,26/04/2023 18:35,Debit,El Paso,D000422,173.135.78.201,M048,ATM,AC00063,USD,declined,Fondos insuficientes
TX000509,AC00353,127.0,15/09/2023 17:09,Credit,Nashville,D000024,154.138.163.229,M015,Branch,AC00823,USD,Failed,Cuenta destino no existe
TX000510,AC00266,96.89,2023-03-16 16:02:01,Debit,Sacramento,D000295,136.105.231.135,M005,ATM,AC00123,USD,completed,OK
TX000511,AC00167,448.33,2023-05-01 16:11:56,Debit,Atlanta,D000452,142.148.226.178,M031,ATM,AC00160,USD,Success,OK
TX000512,AC00153,1116.48,2023-09-18 17:44:50,Debit,San Diego,D000633,164.75.163.220,M057,ATM,AC00284,USD,declined,Fondos insuficientes
TX000513,AC00012,8.65,2023-06-05 17:08:37,Debit,Las Vegas,D000309,200.136.146.93,M037,Online,AC00117,USD,Completed,OK
TX000514,AC00469,65.57,2023-04-06 17:24:16,Debit,Miami,D000649,1.198.76.182,M039,Online,AC00468,USD,Success,OK
TX000515,AC00127,539.81,21-Feb-2023 04:14 PM,Debit,San Francisco,D000632,51.196.87.214,M064,Online,AC00486,,Completed,OK
TX000516,AC00480,363.53,2023-01-18 17:03:54,Debit,Kansas City,D000131,134.140.85.231,M068,ATM,AC00427,USD,Completed,OK
TX000517,AC00092,64.9,2023/02/14,Credit,Detroit,D000165,45.246.89.225,M043,Branch,AC00479,USD,completed,OK
TX000518,AC00122,358.18,2023/04/10,Debit,Boston,D000650,100.198.165.4,M028,ATM,,USD,Completed,OK
TX000519,AC00067,167.2,2023-01-18 17:53:37,Debit,San Antonio,D000002,56.67.227.142,M036,Branch,AC00214,USD,Failed,Fondos insuficientes
TX000520,AC00014,121.91,2023-06-26 18:39:52,Debit,Chicago,D000264,135.29.211.116,M015,,AC00243,USD,COMPLETED,OK
TX000521,AC00098,137.57,12-11-2023,Debit,Louisville,D000218,40.10.25.102,M067,Online,AC00284,USD,COMPLETED,OK
TX000522,AC00345,534.62,2023/12/05,Debit,Oklahoma City,D000354,178.34.103.183,M007,Online,AC00098,USD,completed,OK
TX000523,AC00360,463.92,2023-03-13 16:41:12,Debit,Mesa,D000533,199.103.32.145,,Online,AC00261,USD,Success,OK
TX000524,AC00043,320.14,2023-01-31 16:58:42,Debit,Milwaukee,D000141,83.182.211.68,M021,Online,AC00071,USD,Success,OK
TX000525,AC00295,214.93,2023-05-15 17:02:15,Debit,  ALBUQUERQUE  ,D000038,23.255.214.209,M038,Online,AC00142,USD,COMPLETED,OK
TX000526,AC00313,660.02,2023/10/12,Debit,Nashville,D000462,77.7.223.184,M053,Branch,AC00439,USD,Completed,OK
TX000527,AC00173,345.81,2023-06-26 16:10:57,Debit,Raleigh,D000417,191.82.103.198,M099,Branch,AC00480,USD,Success,OK
TX000528,AC00364,143.54,16/10/2023 16:06,Debit,Philadelphia,D000432,83.207.115.164,M096,ATM,,USD,completed,OK
TX000529,AC00339,,2023-03-31 18:57:11,Debit,Seattle,D000034,40.192.99.27,M013,Branch,AC00145,,COMPLETED,OK
TX000530,AC00265,1063.25,2023-01-17 16:48:10,Credit,Omaha,D000029,87.50.72.69,,Online,AC00430,USD,completed,OK
TX000531,AC00369,541.79,2023/08/11,Debit,Mesa,D000558,93.169.212.219,M098,ATM,AC00338,USD,completed,OK
TX000532,AC00033,40.57,2023-02-13 17:02:27,Debit,Columbus,D000380,173.252.44.183,M096,Branch,AC00078,USD,Completed,OK
TX000533,AC00077,120.24,28-Aug-2023 04:52 PM,Debit,Milwaukee,D000570,49.29.37.185,M087,Branch,AC00249,USD,COMPLETED,OK
TX000534,AC00437,498.67,2023-12-05 16:19:23,Debit,Miami,D000690,89.6.100.149,M036,Online,AC00283,USD,Failed,Fondos insuficientes
TX000535,AC00152,227.22,27-Mar-2023 06:52 PM,Debit,El Paso,D000350,197.187.216.106,M074,ATM,AC00195,USD,COMPLETED,OK
TX000536,AC00161,1182.86,12-11-2023,Debit,Tucson,D000673,96.24.89.146,M050,Online,AC00166,USD,COMPLETED,OK
TX000537,AC00125,56.94,2023-12-11 16:52:47,Credit,Charlotte,D000542,69.82.61.135,M043,,AC00359,USD,completed,OK
TX000538,AC00311,629.82,17-Jul-2023 04:22 PM,Debit,Colorado Springs,D000198,17.87.7.140,M056,ATM,AC00197,USD,Success,OK
TX000539,AC00183,59.44,2023-06-13 17:52:56,Debit,Chicago,D000479,64.15.0.66,M002,Online,AC00399,USD,Success,OK
TX000540,AC00407,186.69,2023-12-29 16:38:21,Debit,New York,D000546,162.151.179.167,M015,Branch,AC00163,USD,completed,OK
TX000541,AC00093,230.46,2023-04-25 17:33:27,Debit,Mesa,D000401,59.132.247.252,M003,Online,AC00363,USD,completed,OK
TX000542,AC00314,65.09,2023-02-28 17:58:02,Credit,  SEATTLE  ,D000434,144.91.150.133,M066,Online,AC00196,USD,Success,OK
TX000543,AC00467,457.09,2023-05-25 16:52:57,Credit,Nashville,D000278,21.97.154.92,M033,Online,AC00340,USD,Completed,OK
TX000544,AC00316,552.02,2023-11-30 16:51:46,Credit,Chicago,D000061,156.173.170.140,,ATM,AC00335,USD,Completed,OK
TX000545,AC00145,377.12,2023-08-14 17:12:27,Debit,Houston,D000321,112.56.160.202,M049,ATM,AC00255,USD,Completed,OK
TX000546,AC00045,204.56,2023-09-11 17:51:17,Credit,San Diego,D000094,44.197.126.59,M013,Branch,AC00066,USD,COMPLETED,OK
TX000547,AC00005,420.28,2023-05-17 17:28:25,Debit,Washington,D000677,110.150.1.201,M002,Branch,AC00304,USD,COMPLETED,OK
TX000548,AC00456,97.09,10-Apr-2023 06:26 PM,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,AC00052,USD,completed,OK
TX000549,AC00041,124.59,2023-05-05 17:32:18,Debit,Charlotte,D000037,85.239.236.80,M025,Branch,AC00227,USD,Success,OK
TX000550,AC00257,73.88,01-02-2023,Debit,Charlotte,D000611,142.148.226.178,M015,Online,AC00468,USD,COMPLETED,OK
TX000551,AC00356,77.43,19-Jan-2023 04:11 PM,Debit,Raleigh,D000403,100.137.90.188,M047,Online,AC00371,USD,Completed,OK
TX000552,AC00465,106.16,2023-04-14 17:21:48,Debit,Phoenix,D000673,48.89.167.189,M098,ATM,AC00446,USD,Completed,OK
TX000553,AC00158,245.93,2023/06/06,Debit,Fresno,D000096,219.98.242.240,M054,Branch,AC00080,USD,Completed,OK
TX000554,AC00086,622.41,12-11-2023,Debit,Indianapolis,D000680,134.222.122.238,M100,ATM,AC00402,USD,Success,OK
TX000555,AC00322,43.73,03-Apr-2023 04:43 PM,Debit,Omaha,D000631,194.88.79.54,M011,ATM,AC00174,,completed,OK
TX000556,AC00433,1282.86,2023-05-15 16:52:40,Debit,Austin,D000388,62.251.170.72,M070,Branch,AC00204,USD,Failed,Fondos insuficientes
TX000557,AC00083,2.03,2024-01-01 16:07:05,Credit,Detroit,D000271,112.86.148.212,M012,ATM,AC00438,USD,completed,OK
TX000558,AC00402,770.65,2023-07-05 17:49:26,Debit,Jacksonville,D000119,161.161.26.115,M016,Online,AC00346,USD,completed,OK
TX000559,AC00317,260.31,2023/02/28,Debit,Austin,D000404,195.226.203.234,M065,Branch,AC00195,USD,completed,OK
TX000560,AC00030,356.1,25/10/2023 16:13,Credit,Fort Worth,D000441,167.164.55.0,M043,Branch,AC00322,,COMPLETED,OK
TX000561,AC00114,27.07,2023-03-06 17:39:01,Credit,,D000046,52.169.116.164,M004,Branch,AC00390,USD,Completed,OK
TX000562,AC00301,119.89,2023-12-19 17:11:31,Debit,Tucson,D000013,166.79.195.157,M004,ATM,AC00278,USD,completed,OK
TX000563,AC00216,106.39,2023-02-13 18:42:09,Debit,Virginia Beach,D000485,211.42.9.0,M003,Online,AC00536,USD,Completed,OK
TX000564,AC00223,12.04,2023-11-15 16:08:52,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,AC00352,,COMPLETED,OK
TX000565,AC00413,365.7,2023-01-27 16:35:40,Debit,  HOUSTON  ,D000051,81.248.235.147,M045,Branch,AC00117,USD,Completed,OK
TX000566,AC00086,29.38,15-Feb-2023 04:30 PM,Credit,Baltimore,D000053,139.23.212.102,M064,Branch,AC00224,USD,COMPLETED,OK
TX000567,AC00216,319.85,2023-07-26 16:44:22,Debit,,D000589,219.31.152.129,M083,ATM,AC00391,USD,COMPLETED,OK
TX000568,AC00240,350.14,2023/03/24,Credit,Los Angeles,D000182,161.168.126.136,M048,Online,AC00448,,completed,OK
TX000569,AC00298,163.94,2023-08-03 18:49:37,Credit,Virginia Beach,D000352,154.48.233.165,,Branch,AC00086,USD,Success,OK
TX000570,AC00460,170.53,2023-02-06 18:59:44,Debit,,D000140,158.135.64.240,M089,Branch,AC00464,USD,Completed,OK
TX000571,AC00424,262.22,2023-07-13 17:48:24,Credit,Baltimore,D000006,177.116.108.246,M080,ATM,AC00667,USD,FAILED,Cuenta destino no existe
TX000572,AC00434,41.49,2023-04-24 16:47:20,Debit,Albuquerque,D000422,32.71.250.58,M027,Online,AC00151,USD,COMPLETED,OK
TX000573,AC00471,121.43,2023-03-21 16:20:33,Credit,Sacramento,D000244,171.101.134.74,M062,Branch,AC00221,USD,completed,OK
TX000574,AC00461,350.46,2023/12/08,Debit,Nashville,D000079,152.234.65.155,M023,Branch,AC00272,USD,Success,OK
TX000575,AC00188,220.41,04-Sep-2023 04:42 PM,Credit,El Paso,D000574,133.223.159.151,M059,Online,AC00351,USD,COMPLETED,OK
TX000576,AC00013,33.46,02-20-2023,Debit,Seattle,D000617,189.248.139.91,M003,ATM,AC00089,USD,COMPLETED,OK
TX000577,AC00345,104.79,07/08/2023 16:06,Debit,Denver,D000531,80.247.6.83,M039,ATM,AC00313,USD,completed,OK
TX000578,AC00013,246.27,27-Dec-2023 04:48 PM,Debit,Fresno,D000102,144.91.150.133,M058,Online,AC00319,USD,completed,OK
TX000579,AC00296,48.85,2023/12/08,Debit,Dallas,D000645,68.254.244.208,M049,ATM,,USD,completed,OK
TX000580,AC00192,332.0,2023-04-27 16:27:41,Debit,Charlotte,D000101,197.23.128.119,M038,ATM,AC00074,USD,Success,OK
TX000581,AC00378,118.1,10-31-2023,Debit,Memphis,D000023,110.243.14.36,M071,Online,AC00327,USD,Completed,OK
TX000582,AC00205,84.59,2023-04-19 16:54:46,Credit,Las Vegas,D000560,152.140.239.181,M004,Branch,AC00131,USD,Completed,OK
TX000583,AC00475,295.64,12-14-2023,Debit,  JACKSONVILLE  ,D000225,170.225.23.251,M021,Online,AC00461,USD,Success,OK
TX000584,AC00022,514.33,2023-06-02 16:27:08,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,AC00463,USD,completed,OK
TX000585,AC00150,992.17,02-27-2023,Debit,San Antonio,D000205,90.111.245.138,M007,ATM,AC00281,USD,Success,OK
TX000586,AC00362,94.59,01/12/2023 17:04,Debit,Washington,D000270,47.82.77.181,M085,Online,AC00227,USD,completed,OK
TX000587,AC00170,80.43,2023-01-04 16:09:43,Debit,Columbus,D000483,157.47.114.20,,Branch,AC00302,USD,Success,OK
TX000588,AC00429,54.25,2023-07-31 16:51:50,Debit,Virginia Beach,D000353,51.250.122.123,M042,Online,AC00494,USD,Success,OK
TX000589,AC00418,178.88,2023/06/19,Credit,Dallas,D000101,38.210.156.148,M026,Branch,AC00129,USD,Success,OK
TX000590,AC00144,,2023-10-23 18:37:47,Debit,,D000100,73.54.203.165,M038,Online,AC00156,USD,Completed,OK
TX000591,AC00449,10.65,2023-04-24 16:24:49,Debit,Louisville,D000484,38.166.40.246,M081,Online,AC00197,USD,COMPLETED,OK
TX000592,AC00057,198.62,2023-05-15 16:19:14,Credit,Tucson,D000378,97.4.209.133,M079,Branch,AC00055,USD,COMPLETED,OK
TX000593,AC00426,107.03,2023-03-06 18:27:13,Debit,Miami,D000628,221.23.158.87,M038,Branch,AC00293,USD,completed,OK
TX000594,AC00039,139.57,11-17-2023,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,AC00153,USD,Success,OK
TX000595,AC00051,312.47,2023/05/02,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,AC00153,USD,completed,OK
TX000596,AC00471,346.11,2023-01-04 17:00:17,Debit,Dallas,D000362,130.92.201.49,M007,Branch,AC00925,,Failed,Cuenta destino no existe
TX000597,AC00039,138.06,25/07/2023 17:21,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,AC00142,,Completed,OK
TX000598,AC00274,158.02,2023-09-20 17:09:14,Debit,New York,D000032,60.153.124.80,M026,ATM,AC00943,USD,Declined,Cuenta destino no existe
TX000599,AC00095,830.01,21/07/2023 16:43,Credit,Chicago,D000559,5.252.94.135,M071,Online,AC00383,USD,Completed,OK
TX000600,AC00211,435.5,2023-05-15 18:41:05,Debit,Oklahoma City,D000461,10.191.172.154,M008,ATM,AC00468,USD,completed,OK
TX000601,AC00184,110.49,2023-10-31 17:06:47,Debit,Raleigh,D000449,187.52.200.18,M068,Online,AC00256,USD,Success,OK
TX000602,AC00436,329.4,2023-12-25 16:30:09,Debit,Denver,D000692,104.155.121.252,M017,Online,AC00464,USD,completed,OK
TX000603,AC00107,635.4,2023-09-19 16:55:00,Debit,Denver,D000002,215.97.143.157,M018,ATM,AC00411,USD,completed,OK
TX000604,AC00203,769.97,16-Feb-2023 06:56 PM,Debit,San Diego,D000393,24.129.74.189,M058,Branch,AC00412,USD,Completed,OK
TX000605,AC00398,175.07,2023-09-04 17:46:20,Debit,Colorado Springs,D000379,147.125.143.41,M091,Branch,AC00326,USD,COMPLETED,OK
TX000606,AC00312,7.31,2023-06-26 16:04:11,Debit,Las Vegas,D000060,160.160.113.117,M028,Branch,AC00129,USD,Completed,OK
TX000607,AC00225,175.15,09-Nov-2023 05:02 PM,Debit,Detroit,D000367,16.51.235.240,M090,ATM,AC00371,USD,Completed,OK
TX000608,AC00150,32.54,2023/07/04,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,AC00350,USD,Completed,OK
TX000609,AC00413,121.82,2023-09-08 18:24:14,Debit,Dallas,D000542,40.198.240.246,M032,Online,AC00322,USD,COMPLETED,OK
TX000610,AC00479,56.12,2023-09-13 18:49:55,Debit,El Paso,D000431,11.167.243.171,M049,ATM,AC00322,USD,Failed,Fondos insuficientes
TX000611,AC00078,424.7,2023-01-30 17:37:14,Credit,,D000066,56.116.189.0,M032,Online,AC00160,USD,COMPLETED,OK
TX000612,AC00242,35.16,2023-10-25 17:50:23,Debit,Chicago,D000075,195.237.152.198,M029,Branch,AC00018,USD,completed,OK
TX000613,AC00149,35.73,2023-06-12 16:48:03,Debit,Miami,D000693,205.69.66.135,M028,,AC00376,USD,completed,OK
TX000614,AC00084,3.44,2023-01-19 17:24:30,Debit,Fort Worth,D000389,45.64.74.86,M004,,AC00467,USD,COMPLETED,OK
TX000615,AC00466,1342.25,2023-04-28 18:11:55,Credit,  FORT WORTH  ,D000643,28.149.72.129,M032,Branch,AC00383,USD,completed,OK
TX000616,AC00359,139.03,2023-08-30 18:00:09,Credit,Los Angeles,D000359,147.125.143.41,,Online,AC00103,,Declined,Fondos insuficientes
TX000617,AC00023,254.92,18/09/2023 16:04,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,AC00278,USD,completed,OK
TX000618,AC00366,115.11,05-May-2023 05:34 PM,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,AC00188,USD,Success,OK
TX000619,AC00170,171.11,05-15-2023,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,AC00469,USD,Completed,OK
TX000620,AC00130,,2023-02-02 16:13:13,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,AC00085,USD,COMPLETED,OK
TX000621,AC00183,420.76,2023-02-23 16:04:35,Debit,Miami,D000329,76.0.164.168,M054,Branch,AC00424,USD,COMPLETED,OK
TX000622,AC00219,408.46,2023-03-01 16:17:46,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,AC00497,USD,COMPLETED,OK
TX000623,AC00354,1162.42,2023-08-23 16:35:42,Credit,Detroit,D000153,62.152.134.92,M009,Online,AC00384,USD,Success,OK
TX000624,AC00290,342.17,2023-12-14 16:09:42,Credit,New York,D000532,91.204.200.167,M033,Branch,AC00413,USD,Success,OK
TX000625,AC00425,580.71,2023-09-20 16:37:48,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,AC00495,USD,Completed,OK
TX000626,AC00370,821.54,2023-08-22 18:11:16,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,AC00388,USD,COMPLETED,OK
TX000627,AC00454,253.47,2023/06/14,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,AC00441,USD,Success,OK
TX000628,AC00403,22.81,2023-05-29 17:53:03,Debit,New York,D000065,81.102.230.41,M083,Online,AC00346,USD,Success,OK
TX000629,AC00358,266.57,2023-07-03 17:56:59,Credit,Boston,D000058,140.94.123.72,M026,Online,AC00497,USD,Completed,OK
TX000630,AC00296,374.61,29/08/2023 18:30,Credit,Mesa,D000056,34.125.226.63,M079,Online,AC00286,,COMPLETED,OK
TX000631,AC00393,339.35,03-Feb-2023 04:08 PM,Credit,Boston,D000099,197.23.128.119,M084,ATM,AC00406,USD,Completed,OK
