reporte de registros invalidos del proceso etlL
============================================================

transacciones con ids nulos
------------------------------------------------------------
{'TransactionID': 'TX000023', 'AccountID': 'AC00095', 'AccountDestinoID': nan, 'TransactionAmount': 52.2, 'Currency': 'USD', 'TransactionDate': '06-Jun-2023 06:54 PM', 'TransactionStatus': 'Success', 'Motivo': 'OK'}
{'TransactionID': 'TX001226', 'AccountID': 'AC00465', 'AccountDestinoID': 'AC00673', 'TransactionAmount': 81.08, 'Currency': 'USD', 'TransactionDate': '2023-09-19T16:56:35-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX001236', 'AccountID': 'AC00053', 'AccountDestinoID': 'AC00697', 'TransactionAmount': 29.19, 'Currency': 'USD', 'TransactionDate': '2023-01-25T17:39:15-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001271', 'AccountID': 'AC00184', 'AccountDestinoID': 'AC00568', 'TransactionAmount': 73.19, 'Currency': 'USD', 'TransactionDate': '2023-10-18T16:20:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001277', 'AccountID': 'AC00299', 'AccountDestinoID': 'AC00612', 'TransactionAmount': 56.62, 'Currency': 'USD', 'TransactionDate': '2023-02-27T17:59:36-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX001280', 'AccountID': 'AC00373', 'AccountDestinoID': 'AC00531', 'TransactionAmount': 146.15, 'Currency': 'USD', 'TransactionDate': '2023-01-06T17:52:11-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001283', 'AccountID': 'AC00409', 'AccountDestinoID': 'AC00710', 'TransactionAmount': 76.02, 'Currency': 'USD', 'TransactionDate': '2023-07-12T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001298', 'AccountID': 'AC00275', 'AccountDestinoID': 'AC00653', 'TransactionAmount': 547.98, 'Currency': 'USD', 'TransactionDate': '2023-10-24T17:04:59-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001330', 'AccountID': 'AC00110', 'AccountDestinoID': 'AC00677', 'TransactionAmount': 224.28, 'Currency': 'USD', 'TransactionDate': '2023-02-15T16:50:13-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001350', 'AccountID': 'AC00185', 'AccountDestinoID': 'AC00538', 'TransactionAmount': 22.3, 'Currency': 'USD', 'TransactionDate': '2023-05-01T16:57:17-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001391', 'AccountID': 'AC00120', 'AccountDestinoID': 'AC00518', 'TransactionAmount': 301.56, 'Currency': 'USD', 'TransactionDate': '2023-02-09T17:46:49-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001394', 'AccountID': 'AC00166', 'AccountDestinoID': 'AC00504', 'TransactionAmount': 401.37, 'Currency': 'USD', 'TransactionDate': '2023-09-18T16:18:19-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001403', 'AccountID': 'AC00133', 'AccountDestinoID': 'AC00783', 'TransactionAmount': 447.95, 'Currency': 'USD', 'TransactionDate': '2023-01-11T17:27:56-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001407', 'AccountID': 'AC00104', 'AccountDestinoID': 'AC00917', 'TransactionAmount': 275.2, 'Currency': 'USD', 'TransactionDate': '2023-08-24T17:13:38-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001424', 'AccountID': 'AC00443', 'AccountDestinoID': 'AC00505', 'TransactionAmount': 1076.98, 'Currency': 'USD', 'TransactionDate': '2023-12-20T18:12:25-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX001434', 'AccountID': 'AC00455', 'AccountDestinoID': 'AC00539', 'TransactionAmount': 101.23, 'Currency': 'USD', 'TransactionDate': '2023-08-04T18:34:01-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001439', 'AccountID': 'AC00179', 'AccountDestinoID': 'AC00607', 'TransactionAmount': 1831.02, 'Currency': 'USD', 'TransactionDate': '2023-09-15T17:31:42-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001451', 'AccountID': 'AC00268', 'AccountDestinoID': 'AC00724', 'TransactionAmount': 78.77, 'Currency': 'USD', 'TransactionDate': '2023-05-08T18:36:59-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001479', 'AccountID': 'AC00393', 'AccountDestinoID': 'AC00712', 'TransactionAmount': 373.52, 'Currency': 'USD', 'TransactionDate': '2023-09-25T16:23:23-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001487', 'AccountID': 'AC00338', 'AccountDestinoID': 'AC00723', 'TransactionAmount': 256.66, 'Currency': 'USD', 'TransactionDate': '2023-07-17T17:08:03-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001559', 'AccountID': 'AC00480', 'AccountDestinoID': 'AC00523', 'TransactionAmount': 659.15, 'Currency': 'USD', 'TransactionDate': '2023-01-31T16:02:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001561', 'AccountID': 'AC00362', 'AccountDestinoID': 'AC00676', 'TransactionAmount': 111.66, 'Currency': 'USD', 'TransactionDate': '2023-06-07T18:18:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001604', 'AccountID': 'AC00405', 'AccountDestinoID': 'AC00684', 'TransactionAmount': 109.43, 'Currency': 'USD', 'TransactionDate': '2023-01-11T18:07:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001623', 'AccountID': 'AC00087', 'AccountDestinoID': 'AC00869', 'TransactionAmount': 154.21, 'Currency': 'USD', 'TransactionDate': '2023-01-02T16:01:26-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001649', 'AccountID': 'AC00157', 'AccountDestinoID': 'AC00642', 'TransactionAmount': 150.6, 'Currency': 'USD', 'TransactionDate': '2023-04-17T17:43:23-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX001678', 'AccountID': 'AC00133', 'AccountDestinoID': 'AC00551', 'TransactionAmount': 88.06, 'Currency': 'USD', 'TransactionDate': '2023-10-27T17:53:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001696', 'AccountID': 'AC00175', 'AccountDestinoID': 'AC00745', 'TransactionAmount': 521.01, 'Currency': 'USD', 'TransactionDate': '2023-10-13T17:54:57-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001711', 'AccountID': 'AC00283', 'AccountDestinoID': 'AC00789', 'TransactionAmount': 77.9, 'Currency': 'USD', 'TransactionDate': '2023-12-25T17:42:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001712', 'AccountID': 'AC00197', 'AccountDestinoID': 'AC00833', 'TransactionAmount': 318.92, 'Currency': 'USD', 'TransactionDate': '2023-05-19T18:54:32-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001746', 'AccountID': 'AC00438', 'AccountDestinoID': 'AC00611', 'TransactionAmount': 125.39, 'Currency': 'USD', 'TransactionDate': '2023-07-31T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001747', 'AccountID': 'AC00151', 'AccountDestinoID': 'AC00531', 'TransactionAmount': 305.18, 'Currency': 'USD', 'TransactionDate': '2023-06-05T17:48:33-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX001784', 'AccountID': 'AC00380', 'AccountDestinoID': 'AC00940', 'TransactionAmount': 292.03, 'Currency': 'USD', 'TransactionDate': '2023-09-04T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001790', 'AccountID': 'AC00374', 'AccountDestinoID': 'AC00940', 'TransactionAmount': 138.68, 'Currency': 'USD', 'TransactionDate': '2023-06-14T16:06:24-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001792', 'AccountID': 'AC00005', 'AccountDestinoID': 'AC00687', 'TransactionAmount': 680.76, 'Currency': 'USD', 'TransactionDate': '2023-02-27T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001819', 'AccountID': 'AC00094', 'AccountDestinoID': 'AC00710', 'TransactionAmount': 13.92, 'Currency': 'USD', 'TransactionDate': '2023-05-29T17:30:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001820', 'AccountID': 'AC00004', 'AccountDestinoID': 'AC00778', 'TransactionAmount': 365.43, 'Currency': 'USD', 'TransactionDate': '2023-11-23T16:51:06-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001829', 'AccountID': 'AC00281', 'AccountDestinoID': 'AC00573', 'TransactionAmount': 36.09, 'Currency': 'USD', 'TransactionDate': '2023-06-16T16:19:02-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001831', 'AccountID': 'AC00396', 'AccountDestinoID': 'AC00619', 'TransactionAmount': 198.92, 'Currency': 'USD', 'TransactionDate': '2023-10-23T16:47:56-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX001839', 'AccountID': 'AC00255', 'AccountDestinoID': 'AC00840', 'TransactionAmount': 137.86, 'Currency': 'USD', 'TransactionDate': '2023-08-28T16:16:57-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001858', 'AccountID': 'AC00130', 'AccountDestinoID': 'AC00928', 'TransactionAmount': 720.13, 'Currency': 'USD', 'TransactionDate': '2023-02-14T17:58:31-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX001870', 'AccountID': 'AC00396', 'AccountDestinoID': 'AC00926', 'TransactionAmount': 145.77, 'Currency': 'USD', 'TransactionDate': '2023-04-05T16:08:13-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX001891', 'AccountID': 'AC00470', 'AccountDestinoID': 'AC00818', 'TransactionAmount': 790.07, 'Currency': 'USD', 'TransactionDate': '2023-05-26T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001895', 'AccountID': 'AC00143', 'AccountDestinoID': 'AC00644', 'TransactionAmount': 447.83, 'Currency': 'USD', 'TransactionDate': '2023-08-15T16:22:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001908', 'AccountID': 'AC00184', 'AccountDestinoID': 'AC00916', 'TransactionAmount': 484.24, 'Currency': 'USD', 'TransactionDate': '2023-05-29T16:40:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001917', 'AccountID': 'AC00373', 'AccountDestinoID': 'AC00986', 'TransactionAmount': 93.14, 'Currency': 'USD', 'TransactionDate': '2023-01-02T16:47:11-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001933', 'AccountID': 'AC00284', 'AccountDestinoID': 'AC00809', 'TransactionAmount': 112.91, 'Currency': 'USD', 'TransactionDate': '2023-11-15T18:04:22-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001977', 'AccountID': 'AC00006', 'AccountDestinoID': 'AC00632', 'TransactionAmount': 173.13, 'Currency': 'USD', 'TransactionDate': '2023-10-05T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001979', 'AccountID': 'AC00327', 'AccountDestinoID': 'AC00698', 'TransactionAmount': 1225.5, 'Currency': 'USD', 'TransactionDate': '2023-11-27T16:02:08-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001990', 'AccountID': 'AC00311', 'AccountDestinoID': 'AC00634', 'TransactionAmount': 56.96, 'Currency': 'USD', 'TransactionDate': '2023-06-26T17:38:30-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX001998', 'AccountID': 'AC00021', 'AccountDestinoID': 'AC00983', 'TransactionAmount': 1142.83, 'Currency': 'USD', 'TransactionDate': '2023-07-14T17:44:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002001', 'AccountID': 'AC00456', 'AccountDestinoID': 'AC00670', 'TransactionAmount': 3.85, 'Currency': 'USD', 'TransactionDate': '2023-04-17T16:27:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002014', 'AccountID': 'AC00139', 'AccountDestinoID': 'AC00588', 'TransactionAmount': 510.7, 'Currency': 'USD', 'TransactionDate': '2023-06-07T16:35:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002032', 'AccountID': 'AC00165', 'AccountDestinoID': 'AC00699', 'TransactionAmount': 42.26, 'Currency': 'USD', 'TransactionDate': '2023-10-26T16:19:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002074', 'AccountID': 'AC00228', 'AccountDestinoID': 'AC00956', 'TransactionAmount': 441.26, 'Currency': 'USD', 'TransactionDate': '2023-02-27T16:07:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002093', 'AccountID': 'AC00081', 'AccountDestinoID': 'AC00906', 'TransactionAmount': 287.51, 'Currency': 'USD', 'TransactionDate': '2023-05-22T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002098', 'AccountID': 'AC00251', 'AccountDestinoID': 'AC00599', 'TransactionAmount': 1026.46, 'Currency': 'USD', 'TransactionDate': '2023-06-21T16:40:17-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX002115', 'AccountID': 'AC00427', 'AccountDestinoID': 'AC00938', 'TransactionAmount': 926.53, 'Currency': 'USD', 'TransactionDate': '2023-11-24T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002135', 'AccountID': 'AC00064', 'AccountDestinoID': 'AC00840', 'TransactionAmount': 50.43, 'Currency': 'USD', 'TransactionDate': '2023-07-10T16:06:28-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002155', 'AccountID': 'AC00157', 'AccountDestinoID': 'AC00863', 'TransactionAmount': 481.53, 'Currency': 'USD', 'TransactionDate': '2023-09-12T17:21:48-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002183', 'AccountID': 'AC00209', 'AccountDestinoID': 'AC00938', 'TransactionAmount': 189.65, 'Currency': 'USD', 'TransactionDate': '2023-09-25T16:32:45-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002192', 'AccountID': 'AC00131', 'AccountDestinoID': 'AC00641', 'TransactionAmount': 879.25, 'Currency': 'USD', 'TransactionDate': '2023-11-07T17:44:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002205', 'AccountID': 'AC00358', 'AccountDestinoID': 'AC00503', 'TransactionAmount': 474.77, 'Currency': 'USD', 'TransactionDate': '2023-10-06T18:26:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002211', 'AccountID': 'AC00349', 'AccountDestinoID': 'AC00524', 'TransactionAmount': 23.14, 'Currency': 'USD', 'TransactionDate': '2023-11-15T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002221', 'AccountID': 'AC00095', 'AccountDestinoID': 'AC00615', 'TransactionAmount': 395.77, 'Currency': 'USD', 'TransactionDate': '2023-02-27T16:24:11-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002232', 'AccountID': 'AC00089', 'AccountDestinoID': 'AC00854', 'TransactionAmount': 67.17, 'Currency': 'USD', 'TransactionDate': '2023-07-03T18:03:00-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX002254', 'AccountID': 'AC00236', 'AccountDestinoID': 'AC00844', 'TransactionAmount': 0.32, 'Currency': 'USD', 'TransactionDate': '2023-08-04T17:44:36-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002270', 'AccountID': 'AC00197', 'AccountDestinoID': 'AC00937', 'TransactionAmount': 25.77, 'Currency': 'USD', 'TransactionDate': '2023-10-02T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002284', 'AccountID': 'AC00373', 'AccountDestinoID': 'AC00983', 'TransactionAmount': 502.9, 'Currency': 'USD', 'TransactionDate': '2023-09-18T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002296', 'AccountID': 'AC00138', 'AccountDestinoID': 'AC00634', 'TransactionAmount': 61.4, 'Currency': 'USD', 'TransactionDate': '2023-01-30T16:45:11-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002311', 'AccountID': 'AC00243', 'AccountDestinoID': 'AC00979', 'TransactionAmount': 176.52, 'Currency': 'USD', 'TransactionDate': '2023-03-14T17:06:18-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002327', 'AccountID': 'AC00146', 'AccountDestinoID': 'AC00782', 'TransactionAmount': 35.98, 'Currency': 'USD', 'TransactionDate': '2023-08-17T16:14:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002328', 'AccountID': 'AC00004', 'AccountDestinoID': 'AC00547', 'TransactionAmount': 273.24, 'Currency': 'USD', 'TransactionDate': '2023-12-12T16:56:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002346', 'AccountID': 'AC00396', 'AccountDestinoID': 'AC00585', 'TransactionAmount': 76.21, 'Currency': 'USD', 'TransactionDate': '2023-01-10T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002398', 'AccountID': 'AC00308', 'AccountDestinoID': 'AC00555', 'TransactionAmount': 330.91, 'Currency': 'USD', 'TransactionDate': '2023-03-06T17:25:20-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002399', 'AccountID': 'AC00308', 'AccountDestinoID': 'AC00575', 'TransactionAmount': 153.55, 'Currency': 'USD', 'TransactionDate': '2023-11-08T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002400', 'AccountID': 'AC00088', 'AccountDestinoID': 'AC00529', 'TransactionAmount': 217.61, 'Currency': 'USD', 'TransactionDate': '2023-02-28T17:34:08-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002415', 'AccountID': 'AC00028', 'AccountDestinoID': 'AC00696', 'TransactionAmount': 1664.33, 'Currency': 'USD', 'TransactionDate': '2023-09-25T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002419', 'AccountID': 'AC00067', 'AccountDestinoID': 'AC00881', 'TransactionAmount': 456.05, 'Currency': 'USD', 'TransactionDate': '2023-03-17T17:03:03-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002436', 'AccountID': 'AC00033', 'AccountDestinoID': 'AC00739', 'TransactionAmount': 305.92, 'Currency': 'USD', 'TransactionDate': '2023-12-06T16:42:00-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX002438', 'AccountID': 'AC00298', 'AccountDestinoID': 'AC00976', 'TransactionAmount': 116.33, 'Currency': 'USD', 'TransactionDate': '2023-02-17T16:37:06-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002447', 'AccountID': 'AC00014', 'AccountDestinoID': 'AC00759', 'TransactionAmount': 719.76, 'Currency': 'USD', 'TransactionDate': '2023-03-30T17:50:23-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002457', 'AccountID': 'AC00487', 'AccountDestinoID': 'AC00843', 'TransactionAmount': 107.1, 'Currency': 'USD', 'TransactionDate': '2023-06-16T00:00:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002466', 'AccountID': 'AC00436', 'AccountDestinoID': 'AC00765', 'TransactionAmount': 100.13, 'Currency': 'USD', 'TransactionDate': '2023-12-11T16:40:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002475', 'AccountID': 'AC00302', 'AccountDestinoID': 'AC00534', 'TransactionAmount': 865.17, 'Currency': 'USD', 'TransactionDate': '2023-12-07T17:13:00-05:00', 'TransactionStatus': 'COMPLETADA', 'Motivo': 'OK'}
{'TransactionID': 'TX002486', 'AccountID': 'AC00051', 'AccountDestinoID': 'AC00538', 'TransactionAmount': 193.38, 'Currency': 'USD', 'TransactionDate': '2023-07-20T16:05:11-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002487', 'AccountID': 'AC00202', 'AccountDestinoID': 'AC00907', 'TransactionAmount': 377.04, 'Currency': 'USD', 'TransactionDate': '2023-03-16T16:52:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002493', 'AccountID': 'AC00057', 'AccountDestinoID': 'AC00845', 'TransactionAmount': 267.48, 'Currency': 'USD', 'TransactionDate': '2023-01-30T17:05:46-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}
{'TransactionID': 'TX002496', 'AccountID': 'AC00182', 'AccountDestinoID': 'AC00882', 'TransactionAmount': 271.22, 'Currency': 'USD', 'TransactionDate': '2023-04-03T16:07:00-05:00', 'TransactionStatus': 'RECHAZADA', 'Motivo': 'Cuenta destino no existe'}


transacciones con monto invalido
------------------------------------------------------------


transacciones con moneda invalida
------------------------------------------------------------
