transaccion_id,cuenta_origen_id,cuenta_destino_id,monto_centavos,moneda,creado_en,estado,motivo
TX000313,AC00219,AC00106,10066,USD,2023-06-16T18:58:50-05:00,COMPLETADA,OK
TX000314,AC00445,AC00200,48554,USD,2023-12-08T16:47:48-05:00,COMPLETADA,OK
TX000315,AC00371,AC00300,32115,USD,2023-02-10T17:06:40-05:00,COMPLETADA,OK
TX000316,AC00164,AC00011,71130,USD,2023-06-26T18:57:37-05:00,COMPLETADA,OK
TX000317,AC00200,AC00393,1223,USD,2023-10-12T16:02:13-05:00,COMPLETADA,OK
TX000318,AC00310,AC00245,35094,USD,2023-10-30T17:17:51-05:00,COMPLETADA,OK
TX000320,AC00444,AC00200,2934,USD,2023-03-09T17:37:08-05:00,COMPLETADA,OK
TX000321,AC00441,AC00490,23171,USD,2023-04-24T17:01:00-05:00,COMPLETADA,OK
TX000322,AC00300,AC00276,17943,USD,2023-08-11T18:20:48-05:00,COMPLETADA,OK
TX000323,AC00194,AC00281,3671,USD,2023-01-30T17:11:53-05:00,COMPLETADA,OK
TX000324,AC00248,AC00461,13812,USD,2023-04-11T17:18:50-05:00,RECHAZADA,Fondos insuficientes
TX000325,AC00286,AC00113,23324,USD,2023-04-17T16:56:00-05:00,COMPLETADA,OK
TX000326,AC00049,AC00250,60914,USD,2023-11-23T16:09:39-05:00,COMPLETADA,OK
TX000328,AC00434,AC00409,87043,USD,2023-05-31T00:00:00-05:00,COMPLETADA,OK
TX000329,AC00264,AC00085,35440,USD,2023-11-06T00:00:00-05:00,COMPLETADA,OK
TX000330,AC00316,AC00472,2263,USD,2023-02-20T00:00:00-05:00,COMPLETADA,OK
TX000331,AC00087,AC00320,18219,USD,2023-06-19T16:36:25-05:00,COMPLETADA,OK
TX000332,AC00140,AC00466,12681,USD,2023-10-30T16:58:01-05:00,COMPLETADA,OK
TX000333,AC00418,AC00289,28817,USD,2023-09-08T16:48:51-05:00,COMPLETADA,OK
TX000334,AC00187,AC00043,11877,USD,2023-10-02T00:00:00-05:00,COMPLETADA,OK
TX000335,AC00077,AC00070,65182,USD,2023-04-14T17:59:43-05:00,COMPLETADA,OK
TX000336,AC00141,AC00094,6665,USD,2023-10-17T16:58:59-05:00,RECHAZADA,Fondos insuficientes
TX000338,AC00439,AC00233,13895,USD,2023-06-02T16:48:00-05:00,COMPLETADA,OK
TX000339,AC00055,AC00391,3389,USD,2023-11-10T00:00:00-05:00,COMPLETADA,OK
TX000340,AC00299,AC00143,2371,USD,2023-09-18T16:04:52-05:00,RECHAZADA,Fondos insuficientes
TX000342,AC00171,AC00429,2606,USD,2023-12-21T17:01:00-05:00,COMPLETADA,OK
TX000343,AC00493,AC00010,1707,USD,2023-05-01T17:17:00-05:00,RECHAZADA,Fondos insuficientes
TX000344,AC00232,AC00027,70389,USD,2023-09-22T00:00:00-05:00,COMPLETADA,OK
TX000345,AC00156,AC00181,127190,USD,2023-08-28T16:43:15-05:00,COMPLETADA,OK
TX000346,AC00442,AC00036,2655,USD,2023-09-20T17:25:26-05:00,COMPLETADA,OK
TX000347,AC00375,AC00334,14740,USD,2023-06-09T16:10:00-05:00,COMPLETADA,OK
TX000349,AC00376,AC00103,30842,USD,2023-05-02T16:14:22-05:00,COMPLETADA,OK
TX000350,AC00029,AC00320,1118,USD,2023-02-27T00:00:00-05:00,COMPLETADA,OK
TX000351,AC00040,AC00066,29415,USD,2023-02-02T16:19:00-05:00,COMPLETADA,OK
TX000352,AC00482,AC00059,2958,USD,2023-10-30T00:00:00-05:00,COMPLETADA,OK
TX000353,AC00365,AC00112,13945,USD,2023-07-10T16:43:05-05:00,COMPLETADA,OK
TX000354,AC00340,AC00132,43263,USD,2023-06-30T17:10:00-05:00,COMPLETADA,OK
TX000355,AC00349,AC00086,13143,USD,2023-02-01T18:47:20-05:00,COMPLETADA,OK
TX000356,AC00374,AC00495,51672,USD,2023-10-09T18:43:00-05:00,COMPLETADA,OK
TX000357,AC00261,AC00059,12182,USD,2023-02-07T17:20:24-05:00,COMPLETADA,OK
TX000358,AC00459,AC00084,37450,USD,2023-07-24T16:45:31-05:00,RECHAZADA,Fondos insuficientes
TX000359,AC00331,AC00056,16613,USD,2023-09-06T17:01:00-05:00,COMPLETADA,OK
TX000360,AC00165,AC00477,62690,USD,2023-10-10T00:00:00-05:00,COMPLETADA,OK
TX000361,AC00397,AC00347,46685,USD,2023-07-17T16:57:14-05:00,COMPLETADA,OK
TX000362,AC00192,AC00194,78884,USD,2023-05-17T17:00:34-05:00,COMPLETADA,OK
TX000363,AC00063,AC00368,87365,USD,2023-03-23T16:38:40-05:00,RECHAZADA,Fondos insuficientes
TX000364,AC00478,AC00304,52528,USD,2023-04-03T16:37:24-05:00,COMPLETADA,OK
TX000365,AC00272,AC00323,11017,USD,2023-09-07T16:08:12-05:00,RECHAZADA,Fondos insuficientes
TX000366,AC00092,AC00358,63269,USD,2023-09-12T16:28:38-05:00,COMPLETADA,OK
TX000367,AC00332,AC00437,12435,USD,2023-12-08T16:39:15-05:00,COMPLETADA,OK
TX000368,AC00087,AC00414,4385,USD,2023-03-13T16:25:34-05:00,RECHAZADA,Fondos insuficientes
TX000369,AC00327,AC00290,28381,USD,2023-03-09T16:31:54-05:00,RECHAZADA,Fondos insuficientes
TX000370,AC00269,AC00178,16853,USD,2023-06-14T16:30:42-05:00,COMPLETADA,OK
TX000371,AC00177,AC00340,21859,USD,2023-11-27T00:00:00-05:00,COMPLETADA,OK
TX000372,AC00322,AC00260,13284,USD,2023-08-21T16:28:17-05:00,COMPLETADA,OK
TX000373,AC00069,AC00007,15737,USD,2023-11-15T16:54:44-05:00,COMPLETADA,OK
TX000374,AC00264,AC00423,14477,USD,2023-07-17T16:48:23-05:00,COMPLETADA,OK
TX000375,AC00014,AC00223,64322,USD,2023-05-03T17:04:32-05:00,COMPLETADA,OK
TX000376,AC00316,AC00327,139254,USD,2023-11-20T16:51:14-05:00,COMPLETADA,OK
TX000377,AC00131,AC00237,20807,USD,2023-07-10T16:51:12-05:00,RECHAZADA,Fondos insuficientes
TX000378,AC00232,AC00223,9430,USD,2023-12-25T17:53:56-05:00,COMPLETADA,OK
TX000379,AC00410,AC00268,29550,USD,2023-11-23T00:00:00-05:00,COMPLETADA,OK
TX000380,AC00488,AC00139,3023,USD,2023-11-06T17:53:00-05:00,COMPLETADA,OK
TX000381,AC00329,AC00472,11205,USD,2023-10-26T16:16:12-05:00,COMPLETADA,OK
TX000382,AC00021,AC00249,18024,USD,2023-07-03T17:03:48-05:00,COMPLETADA,OK
TX000383,AC00188,AC00424,1371,USD,2023-05-30T00:00:00-05:00,COMPLETADA,OK
TX000385,AC00090,AC00127,7935,USD,2023-05-29T00:00:00-05:00,COMPLETADA,OK
TX000386,AC00456,AC00045,10104,USD,2023-07-10T18:16:07-05:00,COMPLETADA,OK
TX000387,AC00322,AC00231,7442,USD,2023-11-23T17:23:16-05:00,COMPLETADA,OK
TX000388,AC00135,AC00239,3966,USD,2023-05-18T16:16:00-05:00,COMPLETADA,OK
TX000389,AC00279,AC00344,9936,USD,2023-05-09T16:55:54-05:00,COMPLETADA,OK
TX000390,AC00210,AC00015,12385,USD,2023-08-25T18:47:28-05:00,COMPLETADA,OK
TX000391,AC00251,AC00167,42693,USD,2023-12-25T17:05:00-05:00,COMPLETADA,OK
TX000392,AC00116,AC00109,13373,USD,2023-05-16T00:00:00-05:00,COMPLETADA,OK
TX000394,AC00265,AC00452,21594,USD,2023-06-05T16:06:00-05:00,COMPLETADA,OK
TX000395,AC00326,AC00452,630,USD,2023-12-14T00:00:00-05:00,COMPLETADA,OK
TX000396,AC00411,AC00006,82623,USD,2023-05-31T16:25:00-05:00,COMPLETADA,OK
TX000397,AC00039,AC00099,41637,USD,2023-10-11T16:14:28-05:00,COMPLETADA,OK
TX000398,AC00293,AC00370,13146,USD,2023-05-15T16:37:12-05:00,COMPLETADA,OK
TX000399,AC00306,AC00285,20286,USD,2023-05-22T17:24:46-05:00,RECHAZADA,Fondos insuficientes
TX000400,AC00285,AC00355,26839,USD,2023-06-26T18:25:14-05:00,COMPLETADA,OK
TX000401,AC00145,AC00366,19485,USD,2023-09-12T16:50:21-05:00,COMPLETADA,OK
TX000402,AC00128,AC00407,13735,USD,2023-03-29T00:00:00-05:00,COMPLETADA,OK
TX000404,AC00020,AC00356,35382,USD,2023-04-10T17:57:59-05:00,COMPLETADA,OK
TX000405,AC00229,AC00341,50725,USD,2023-10-30T17:21:38-05:00,COMPLETADA,OK
TX000406,AC00053,AC00244,21274,USD,2023-12-14T18:53:00-05:00,COMPLETADA,OK
TX000407,AC00401,AC00177,36442,USD,2023-10-10T17:07:00-05:00,COMPLETADA,OK
TX000408,AC00208,AC00383,19512,USD,2023-07-25T17:42:00-05:00,COMPLETADA,OK
TX000409,AC00177,AC00182,23061,USD,2023-09-04T16:41:19-05:00,COMPLETADA,OK
TX000410,AC00136,AC00140,73928,USD,2023-06-19T16:46:11-05:00,COMPLETADA,OK
TX000411,AC00029,AC00120,39035,USD,2023-09-26T18:36:46-05:00,RECHAZADA,Fondos insuficientes
TX000412,AC00210,AC00099,24203,USD,2023-03-13T16:08:41-05:00,COMPLETADA,OK
TX000413,AC00421,AC00381,24239,USD,2023-11-20T16:29:28-05:00,COMPLETADA,OK
TX000414,AC00400,AC00391,13503,USD,2023-02-24T17:00:26-05:00,COMPLETADA,OK
TX000415,AC00495,AC00099,8350,USD,2023-05-15T18:47:35-05:00,RECHAZADA,Fondos insuficientes
TX000416,AC00301,AC00248,19354,USD,2023-10-24T00:00:00-05:00,COMPLETADA,OK
TX000417,AC00434,AC00302,61736,USD,2023-11-21T00:00:00-05:00,COMPLETADA,OK
TX000418,AC00274,AC00269,77523,USD,2023-08-07T16:40:02-05:00,COMPLETADA,OK
TX000419,AC00365,AC00052,26657,USD,2023-09-26T17:07:06-05:00,COMPLETADA,OK
TX000420,AC00480,AC00152,15340,USD,2023-03-31T00:00:00-05:00,COMPLETADA,OK
TX000421,AC00318,AC00092,94694,USD,2023-12-11T17:19:07-05:00,COMPLETADA,OK
TX000422,AC00235,AC00364,512,USD,2023-10-13T16:08:26-05:00,COMPLETADA,OK
TX000423,AC00333,AC00141,11911,USD,2023-06-30T16:31:46-05:00,COMPLETADA,OK
TX000425,AC00267,AC00359,11972,USD,2023-02-03T18:15:15-05:00,COMPLETADA,OK
TX000426,AC00490,AC00327,10740,USD,2023-06-22T16:47:47-05:00,COMPLETADA,OK
TX000427,AC00229,AC00253,11592,USD,2023-01-17T18:42:28-05:00,RECHAZADA,Fondos insuficientes
TX000428,AC00196,AC00007,43804,USD,2023-08-24T18:54:06-05:00,COMPLETADA,OK
TX000429,AC00182,AC00242,67729,USD,2023-05-01T18:28:00-05:00,COMPLETADA,OK
TX000430,AC00357,AC00175,29600,USD,2023-05-15T16:25:29-05:00,RECHAZADA,Fondos insuficientes
TX000431,AC00443,AC00027,29909,USD,2023-01-16T16:14:45-05:00,COMPLETADA,OK
TX000432,AC00499,AC00442,46152,USD,2023-05-15T16:40:24-05:00,COMPLETADA,OK
TX000433,AC00285,AC00422,10052,USD,2023-01-30T17:28:00-05:00,COMPLETADA,OK
TX000435,AC00217,AC00324,7976,USD,2023-02-06T16:26:29-05:00,RECHAZADA,Fondos insuficientes
TX000436,AC00452,AC00078,77849,USD,2023-07-03T16:48:21-05:00,COMPLETADA,OK
TX000437,AC00357,AC00289,38638,USD,2023-01-24T16:00:00-05:00,COMPLETADA,OK
TX000438,AC00080,AC00044,16525,USD,2023-11-24T17:11:27-05:00,COMPLETADA,OK
TX000439,AC00493,AC00061,1429,USD,2023-02-28T00:00:00-05:00,COMPLETADA,OK
TX000440,AC00420,AC00214,23279,USD,2023-09-20T17:36:00-05:00,COMPLETADA,OK
TX000441,AC00040,AC00406,123756,USD,2023-11-13T00:00:00-05:00,COMPLETADA,OK
TX000442,AC00351,AC00399,9229,USD,2023-02-15T16:17:00-05:00,COMPLETADA,OK
TX000443,AC00070,AC00232,29397,USD,2023-11-13T17:34:15-05:00,COMPLETADA,OK
TX000444,AC00273,AC00153,13632,USD,2023-10-11T18:50:24-05:00,COMPLETADA,OK
TX000445,AC00280,AC00220,25106,USD,2023-12-06T00:00:00-05:00,COMPLETADA,OK
TX000446,AC00480,AC00318,5017,USD,2023-09-18T16:57:44-05:00,RECHAZADA,Fondos insuficientes
TX000448,AC00072,AC00487,7328,USD,2023-03-10T17:33:00-05:00,COMPLETADA,OK
TX000449,AC00093,AC00322,7023,USD,2023-09-13T16:18:07-05:00,COMPLETADA,OK
TX000450,AC00407,AC00339,68929,USD,2023-01-06T17:30:00-05:00,COMPLETADA,OK
TX000451,AC00495,AC00123,74503,USD,2023-08-03T17:42:00-05:00,COMPLETADA,OK
TX000452,AC00119,AC00039,5461,USD,2023-12-04T16:10:00-05:00,COMPLETADA,OK
TX000453,AC00271,AC00210,5405,USD,2023-04-25T00:00:00-05:00,COMPLETADA,OK
TX000454,AC00235,AC00306,10747,USD,2023-04-12T00:00:00-05:00,COMPLETADA,OK
TX000455,AC00264,AC00017,61111,USD,2023-10-18T18:32:31-05:00,COMPLETADA,OK
TX000457,AC00434,AC00442,18870,USD,2023-02-10T16:01:04-05:00,COMPLETADA,OK
TX000458,AC00290,AC00353,9352,USD,2023-08-14T17:41:00-05:00,COMPLETADA,OK
TX000459,AC00021,AC00137,27592,USD,2023-09-18T00:00:00-05:00,COMPLETADA,OK
TX000460,AC00499,AC00321,37679,USD,2023-01-30T17:47:00-05:00,RECHAZADA,Fondos insuficientes
TX000461,AC00148,AC00413,898,USD,2023-08-21T16:07:00-05:00,COMPLETADA,OK
TX000462,AC00200,AC00219,69732,USD,2023-05-11T16:30:00-05:00,COMPLETADA,OK
TX000463,AC00074,AC00117,1745,USD,2023-09-13T16:41:00-05:00,COMPLETADA,OK
TX000464,AC00417,AC00467,30216,USD,2023-10-18T17:47:00-05:00,COMPLETADA,OK
TX000465,AC00182,AC00073,44274,USD,2023-10-16T17:47:41-05:00,COMPLETADA,OK
TX000466,AC00177,AC00085,62390,USD,2023-08-08T17:44:21-05:00,COMPLETADA,OK
TX000467,AC00063,AC00306,44541,USD,2023-11-20T16:27:31-05:00,RECHAZADA,Fondos insuficientes
TX000468,AC00300,AC00292,6341,USD,2023-11-24T17:29:06-05:00,RECHAZADA,Fondos insuficientes
TX000469,AC00218,AC00226,34685,USD,2023-11-03T18:33:50-05:00,COMPLETADA,OK
TX000470,AC00036,AC00354,7195,USD,2023-02-13T16:39:00-05:00,COMPLETADA,OK
TX000471,AC00371,AC00207,750,USD,2023-02-17T16:08:00-05:00,COMPLETADA,OK
TX000472,AC00398,AC00257,20646,USD,2023-11-27T18:26:00-05:00,RECHAZADA,Fondos insuficientes
TX000473,AC00213,AC00226,42311,USD,2023-07-25T18:41:00-05:00,COMPLETADA,OK
TX000475,AC00219,AC00378,8860,USD,2023-02-14T17:01:44-05:00,COMPLETADA,OK
TX000476,AC00464,AC00129,143130,USD,2023-09-04T18:46:40-05:00,COMPLETADA,OK
TX000478,AC00054,AC00430,2246,USD,2023-05-17T00:00:00-05:00,COMPLETADA,OK
TX000479,AC00392,AC00301,33489,USD,2023-07-20T18:23:13-05:00,RECHAZADA,Fondos insuficientes
TX000480,AC00350,AC00393,31927,USD,2023-07-20T16:58:05-05:00,COMPLETADA,OK
TX000481,AC00306,AC00138,14430,USD,2023-12-08T17:24:00-05:00,COMPLETADA,OK
TX000482,AC00229,AC00392,34870,USD,2023-05-02T17:13:45-05:00,COMPLETADA,OK
TX000483,AC00148,AC00242,36621,USD,2023-01-12T00:00:00-05:00,COMPLETADA,OK
TX000484,AC00305,AC00227,9911,USD,2023-05-01T16:58:41-05:00,COMPLETADA,OK
TX000485,AC00329,AC00093,53935,USD,2023-05-22T17:34:50-05:00,COMPLETADA,OK
TX000486,AC00400,AC00224,18899,USD,2023-06-08T16:43:06-05:00,RECHAZADA,Fondos insuficientes
TX000487,AC00148,AC00253,141669,USD,2023-01-16T00:00:00-05:00,COMPLETADA,OK
TX000488,AC00128,AC00242,71014,USD,2023-03-08T16:20:43-05:00,RECHAZADA,Fondos insuficientes
TX000489,AC00463,AC00171,30868,USD,2023-02-27T00:00:00-05:00,COMPLETADA,OK
TX000490,AC00256,AC00054,16668,USD,2023-03-27T00:00:00-05:00,COMPLETADA,OK
TX000491,AC00166,AC00170,99,USD,2023-09-13T16:55:14-05:00,COMPLETADA,OK
TX000492,AC00318,AC00254,50519,USD,2023-03-14T16:25:04-05:00,COMPLETADA,OK
TX000493,AC00213,AC00485,6658,USD,2023-12-04T17:06:43-05:00,COMPLETADA,OK
TX000494,AC00075,AC00391,22343,USD,2023-02-08T17:59:00-05:00,COMPLETADA,OK
TX000495,AC00498,AC00233,65995,USD,2023-09-20T00:00:00-05:00,RECHAZADA,Fondos insuficientes
TX000496,AC00039,AC00131,63486,USD,2023-08-10T16:28:00-05:00,COMPLETADA,OK
TX000497,AC00114,AC00498,28650,USD,2023-10-23T16:58:00-05:00,COMPLETADA,OK
TX000498,AC00326,AC00444,32296,USD,2023-11-27T16:21:20-05:00,RECHAZADA,Fondos insuficientes
TX000499,AC00450,AC00001,65448,USD,2023-08-07T16:37:06-05:00,COMPLETADA,OK
TX000500,AC00325,AC00278,15797,USD,2023-06-21T16:00:51-05:00,COMPLETADA,OK
TX000501,AC00433,AC00028,12090,USD,2023-07-12T00:00:00-05:00,COMPLETADA,OK
TX000502,AC00284,AC00186,25477,USD,2023-01-18T16:47:29-05:00,COMPLETADA,OK
TX000503,AC00103,AC00257,79596,USD,2023-09-28T17:53:00-05:00,COMPLETADA,OK
TX000504,AC00080,AC00391,14925,USD,2023-04-10T16:38:45-05:00,COMPLETADA,OK
TX000506,AC00095,AC00476,6819,USD,2023-03-14T16:07:32-05:00,COMPLETADA,OK
TX000507,AC00327,AC00452,49342,USD,2023-06-14T17:21:00-05:00,COMPLETADA,OK
TX000508,AC00491,AC00063,3757,USD,2023-04-26T18:35:00-05:00,RECHAZADA,Fondos insuficientes
TX000510,AC00266,AC00123,9689,USD,2023-03-16T16:02:01-05:00,COMPLETADA,OK
TX000511,AC00167,AC00160,44833,USD,2023-05-01T16:11:56-05:00,COMPLETADA,OK
TX000512,AC00153,AC00284,111648,USD,2023-09-18T17:44:50-05:00,RECHAZADA,Fondos insuficientes
TX000513,AC00012,AC00117,865,USD,2023-06-05T17:08:37-05:00,COMPLETADA,OK
TX000514,AC00469,AC00468,6557,USD,2023-04-06T17:24:16-05:00,COMPLETADA,OK
TX000515,AC00127,AC00486,53981,USD,2023-02-21T16:14:00-05:00,COMPLETADA,OK
TX000516,AC00480,AC00427,36353,USD,2023-01-18T17:03:54-05:00,COMPLETADA,OK
TX000517,AC00092,AC00479,6490,USD,2023-02-14T00:00:00-05:00,COMPLETADA,OK
TX000519,AC00067,AC00214,16720,USD,2023-01-18T17:53:37-05:00,RECHAZADA,Fondos insuficientes
TX000520,AC00014,AC00243,12191,USD,2023-06-26T18:39:52-05:00,COMPLETADA,OK
TX000521,AC00098,AC00284,13757,USD,2023-12-11T00:00:00-05:00,COMPLETADA,OK
TX000522,AC00345,AC00098,53462,USD,2023-12-05T00:00:00-05:00,COMPLETADA,OK
TX000523,AC00360,AC00261,46392,USD,2023-03-13T16:41:12-05:00,COMPLETADA,OK
TX000524,AC00043,AC00071,32014,USD,2023-01-31T16:58:42-05:00,COMPLETADA,OK
TX000525,AC00295,AC00142,21493,USD,2023-05-15T17:02:15-05:00,COMPLETADA,OK
TX000526,AC00313,AC00439,66002,USD,2023-10-12T00:00:00-05:00,COMPLETADA,OK
TX000527,AC00173,AC00480,34581,USD,2023-06-26T16:10:57-05:00,COMPLETADA,OK
TX000530,AC00265,AC00430,106325,USD,2023-01-17T16:48:10-05:00,COMPLETADA,OK
TX000531,AC00369,AC00338,54179,USD,2023-08-11T00:00:00-05:00,COMPLETADA,OK
TX000532,AC00033,AC00078,4057,USD,2023-02-13T17:02:27-05:00,COMPLETADA,OK
TX000533,AC00077,AC00249,12024,USD,2023-08-28T16:52:00-05:00,COMPLETADA,OK
TX000534,AC00437,AC00283,49867,USD,2023-12-05T16:19:23-05:00,RECHAZADA,Fondos insuficientes
TX000535,AC00152,AC00195,22722,USD,2023-03-27T18:52:00-05:00,COMPLETADA,OK
TX000536,AC00161,AC00166,118286,USD,2023-12-11T00:00:00-05:00,COMPLETADA,OK
TX000537,AC00125,AC00359,5694,USD,2023-12-11T16:52:47-05:00,COMPLETADA,OK
TX000538,AC00311,AC00197,62982,USD,2023-07-17T16:22:00-05:00,COMPLETADA,OK
TX000539,AC00183,AC00399,5944,USD,2023-06-13T17:52:56-05:00,COMPLETADA,OK
TX000540,AC00407,AC00163,18669,USD,2023-12-29T16:38:21-05:00,COMPLETADA,OK
TX000541,AC00093,AC00363,23046,USD,2023-04-25T17:33:27-05:00,COMPLETADA,OK
TX000542,AC00314,AC00196,6509,USD,2023-02-28T17:58:02-05:00,COMPLETADA,OK
TX000543,AC00467,AC00340,45709,USD,2023-05-25T16:52:57-05:00,COMPLETADA,OK
TX000544,AC00316,AC00335,55202,USD,2023-11-30T16:51:46-05:00,COMPLETADA,OK
TX000545,AC00145,AC00255,37712,USD,2023-08-14T17:12:27-05:00,COMPLETADA,OK
TX000546,AC00045,AC00066,20456,USD,2023-09-11T17:51:17-05:00,COMPLETADA,OK
TX000547,AC00005,AC00304,42028,USD,2023-05-17T17:28:25-05:00,COMPLETADA,OK
TX000548,AC00456,AC00052,9709,USD,2023-04-10T18:26:00-05:00,COMPLETADA,OK
TX000549,AC00041,AC00227,12459,USD,2023-05-05T17:32:18-05:00,COMPLETADA,OK
TX000550,AC00257,AC00468,7388,USD,2023-01-02T00:00:00-05:00,COMPLETADA,OK
TX000551,AC00356,AC00371,7743,USD,2023-01-19T16:11:00-05:00,COMPLETADA,OK
TX000552,AC00465,AC00446,10616,USD,2023-04-14T17:21:48-05:00,COMPLETADA,OK
TX000553,AC00158,AC00080,24593,USD,2023-06-06T00:00:00-05:00,COMPLETADA,OK
TX000554,AC00086,AC00402,62241,USD,2023-12-11T00:00:00-05:00,COMPLETADA,OK
TX000555,AC00322,AC00174,4373,USD,2023-04-03T16:43:00-05:00,COMPLETADA,OK
TX000556,AC00433,AC00204,128286,USD,2023-05-15T16:52:40-05:00,RECHAZADA,Fondos insuficientes
TX000557,AC00083,AC00438,203,USD,2024-01-01T16:07:05-05:00,COMPLETADA,OK
TX000558,AC00402,AC00346,77065,USD,2023-07-05T17:49:26-05:00,COMPLETADA,OK
TX000559,AC00317,AC00195,26031,USD,2023-02-28T00:00:00-05:00,COMPLETADA,OK
TX000560,AC00030,AC00322,35610,USD,2023-10-25T16:13:00-05:00,COMPLETADA,OK
TX000561,AC00114,AC00390,2707,USD,2023-03-06T17:39:01-05:00,COMPLETADA,OK
TX000562,AC00301,AC00278,11989,USD,2023-12-19T17:11:31-05:00,COMPLETADA,OK
TX000564,AC00223,AC00352,1204,USD,2023-11-15T16:08:52-05:00,COMPLETADA,OK
TX000565,AC00413,AC00117,36570,USD,2023-01-27T16:35:40-05:00,COMPLETADA,OK
TX000566,AC00086,AC00224,2938,USD,2023-02-15T16:30:00-05:00,COMPLETADA,OK
TX000567,AC00216,AC00391,31985,USD,2023-07-26T16:44:22-05:00,COMPLETADA,OK
TX000568,AC00240,AC00448,35014,USD,2023-03-24T00:00:00-05:00,COMPLETADA,OK
TX000569,AC00298,AC00086,16394,USD,2023-08-03T18:49:37-05:00,COMPLETADA,OK
TX000570,AC00460,AC00464,17053,USD,2023-02-06T18:59:44-05:00,COMPLETADA,OK
TX000572,AC00434,AC00151,4149,USD,2023-04-24T16:47:20-05:00,COMPLETADA,OK
TX000573,AC00471,AC00221,12143,USD,2023-03-21T16:20:33-05:00,COMPLETADA,OK
TX000574,AC00461,AC00272,35046,USD,2023-12-08T00:00:00-05:00,COMPLETADA,OK
TX000575,AC00188,AC00351,22041,USD,2023-09-04T16:42:00-05:00,COMPLETADA,OK
TX000576,AC00013,AC00089,3346,USD,2023-02-20T00:00:00-05:00,COMPLETADA,OK
TX000577,AC00345,AC00313,10479,USD,2023-08-07T16:06:00-05:00,COMPLETADA,OK
TX000578,AC00013,AC00319,24627,USD,2023-12-27T16:48:00-05:00,COMPLETADA,OK
TX000580,AC00192,AC00074,33200,USD,2023-04-27T16:27:41-05:00,COMPLETADA,OK
TX000581,AC00378,AC00327,11810,USD,2023-10-31T00:00:00-05:00,COMPLETADA,OK
TX000582,AC00205,AC00131,8459,USD,2023-04-19T16:54:46-05:00,COMPLETADA,OK
TX000583,AC00475,AC00461,29564,USD,2023-12-14T00:00:00-05:00,COMPLETADA,OK
TX000584,AC00022,AC00463,51433,USD,2023-06-02T16:27:08-05:00,COMPLETADA,OK
TX000585,AC00150,AC00281,99217,USD,2023-02-27T00:00:00-05:00,COMPLETADA,OK
TX000586,AC00362,AC00227,9459,USD,2023-12-01T17:04:00-05:00,COMPLETADA,OK
TX000587,AC00170,AC00302,8043,USD,2023-01-04T16:09:43-05:00,COMPLETADA,OK
TX000588,AC00429,AC00494,5425,USD,2023-07-31T16:51:50-05:00,COMPLETADA,OK
TX000589,AC00418,AC00129,17888,USD,2023-06-19T00:00:00-05:00,COMPLETADA,OK
TX000591,AC00449,AC00197,1065,USD,2023-04-24T16:24:49-05:00,COMPLETADA,OK
TX000592,AC00057,AC00055,19862,USD,2023-05-15T16:19:14-05:00,COMPLETADA,OK
TX000593,AC00426,AC00293,10703,USD,2023-03-06T18:27:13-05:00,COMPLETADA,OK
TX000594,AC00039,AC00153,13957,USD,2023-11-17T00:00:00-05:00,COMPLETADA,OK
TX000595,AC00051,AC00153,31247,USD,2023-05-02T00:00:00-05:00,COMPLETADA,OK
TX000597,AC00039,AC00142,13806,USD,2023-07-25T17:21:00-05:00,COMPLETADA,OK
TX000599,AC00095,AC00383,83001,USD,2023-07-21T16:43:00-05:00,COMPLETADA,OK
TX000600,AC00211,AC00468,43550,USD,2023-05-15T18:41:05-05:00,COMPLETADA,OK
TX000601,AC00184,AC00256,11049,USD,2023-10-31T17:06:47-05:00,COMPLETADA,OK
TX000602,AC00436,AC00464,32940,USD,2023-12-25T16:30:09-05:00,COMPLETADA,OK
TX000603,AC00107,AC00411,63540,USD,2023-09-19T16:55:00-05:00,COMPLETADA,OK
TX000604,AC00203,AC00412,76997,USD,2023-02-16T18:56:00-05:00,COMPLETADA,OK
TX000605,AC00398,AC00326,17507,USD,2023-09-04T17:46:20-05:00,COMPLETADA,OK
TX000606,AC00312,AC00129,731,USD,2023-06-26T16:04:11-05:00,COMPLETADA,OK
TX000607,AC00225,AC00371,17515,USD,2023-11-09T17:02:00-05:00,COMPLETADA,OK
TX000608,AC00150,AC00350,3254,USD,2023-07-04T00:00:00-05:00,COMPLETADA,OK
TX000609,AC00413,AC00322,12182,USD,2023-09-08T18:24:14-05:00,COMPLETADA,OK
TX000610,AC00479,AC00322,5612,USD,2023-09-13T18:49:55-05:00,RECHAZADA,Fondos insuficientes
TX000611,AC00078,AC00160,42470,USD,2023-01-30T17:37:14-05:00,COMPLETADA,OK
TX000612,AC00242,AC00018,3516,USD,2023-10-25T17:50:23-05:00,COMPLETADA,OK
TX000613,AC00149,AC00376,3573,USD,2023-06-12T16:48:03-05:00,COMPLETADA,OK
TX000614,AC00084,AC00467,344,USD,2023-01-19T17:24:30-05:00,COMPLETADA,OK
TX000615,AC00466,AC00383,134225,USD,2023-04-28T18:11:55-05:00,COMPLETADA,OK
TX000616,AC00359,AC00103,13903,USD,2023-08-30T18:00:09-05:00,RECHAZADA,Fondos insuficientes
TX000617,AC00023,AC00278,25492,USD,2023-09-18T16:04:00-05:00,COMPLETADA,OK
